mandt,periv,bdatj,bumon,butag,poper,reljr,operation_flag,is_deleted,recordstamp
250,DL,,06,11,163,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,06,12,164,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,06,12,164,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,06,12,164,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,06,12,164,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,06,12,164,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,06,12,164,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,06,13,165,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,06,13,165,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,06,13,165,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,06,13,165,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,06,13,165,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,06,13,165,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,06,14,166,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,06,14,166,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,06,14,166,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,06,14,166,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,06,14,166,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,06,14,166,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,06,15,167,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,06,15,167,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,06,15,167,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,06,15,167,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,06,15,167,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,06,15,167,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,06,16,168,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,06,16,168,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,06,16,168,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,06,16,168,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,06,16,168,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,06,16,168,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,06,17,169,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,06,17,169,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,06,17,169,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,06,17,169,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,06,17,169,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,06,17,169,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,06,18,170,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,06,18,170,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,06,18,170,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,06,18,170,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,06,18,170,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,06,18,170,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,06,19,171,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,06,19,171,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,06,19,171,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,06,19,171,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,06,19,171,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,06,19,171,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,06,20,172,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,06,20,172,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,06,20,172,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,06,20,172,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,06,20,172,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,06,20,172,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,06,21,173,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,06,21,173,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,06,21,173,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,06,21,173,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,06,21,173,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,06,21,173,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,06,22,174,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,06,22,174,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,06,22,174,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,06,22,174,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,06,22,174,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,06,22,174,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,06,23,175,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,06,23,175,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,06,23,175,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,06,23,175,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,06,23,175,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,06,23,175,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,06,24,176,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,06,24,176,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,06,24,176,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,06,24,176,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,06,24,176,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,06,24,176,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,06,25,177,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,06,25,177,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,06,25,177,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,06,25,177,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,06,25,177,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,06,25,177,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,06,26,178,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,06,26,178,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,06,26,178,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,06,26,178,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,06,26,178,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,06,26,178,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,06,27,179,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,06,27,179,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,06,27,179,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,06,27,179,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,06,27,179,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,06,27,179,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,06,28,180,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,06,28,180,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,06,28,180,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,06,28,180,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,06,28,180,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,06,28,180,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,06,29,181,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,06,29,181,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,06,29,181,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,06,29,181,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,06,29,181,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,06,29,181,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,06,30,182,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,06,30,182,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,06,30,182,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,06,30,182,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,06,30,182,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,06,30,182,0,L,False,2022-01-31 20:43:46.193534+00:00
800,F1,0000,06,01,153,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,06,02,154,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,06,03,155,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,06,04,156,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,06,05,157,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,06,06,158,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,06,07,159,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,06,08,160,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,06,09,161,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,06,10,162,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,06,11,163,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,06,12,164,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,06,13,165,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,06,14,166,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,06,15,167,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,06,16,168,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,06,17,169,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,06,18,170,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,06,19,171,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,06,20,172,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,06,21,173,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,06,22,174,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,06,23,175,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,06,24,176,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,06,25,177,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,06,26,178,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,06,27,179,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,06,28,180,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,06,29,181,0,L,False,2021-12-23 14:58:49.850096+00:00
800,F1,0000,06,30,182,0,L,False,2021-12-23 14:58:49.850096+00:00
100,R1,1993,06,30,006,0,I,False,2022-04-21 15:05:23.395339+00:00
100,R1,1994,06,30,006,0,I,False,2022-04-21 15:05:23.395339+00:00
100,R1,1995,06,30,009,0,I,False,2022-04-21 15:05:23.395339+00:00
000,R1,1993,06,30,006,0,L,False,2022-01-31 20:43:46.193534+00:00
000,R1,1994,06,30,006,0,L,False,2022-01-31 20:43:46.193534+00:00
000,R1,1995,06,30,009,0,L,False,2022-01-31 20:43:46.193534+00:00
001,R1,1993,06,30,006,0,L,False,2022-01-31 20:43:46.193534+00:00
001,R1,1994,06,30,006,0,L,False,2022-01-31 20:43:46.193534+00:00
001,R1,1995,06,30,009,0,L,False,2022-01-31 20:43:46.193534+00:00
050,R1,1993,06,30,006,0,L,False,2022-01-31 20:43:46.193534+00:00
050,R1,1994,06,30,006,0,L,False,2022-01-31 20:43:46.193534+00:00
050,R1,1995,06,30,009,0,L,False,2022-01-31 20:43:46.193534+00:00
100,R1,1993,06,30,006,0,L,False,2022-01-31 20:43:46.193534+00:00
100,R1,1994,06,30,006,0,L,False,2022-01-31 20:43:46.193534+00:00
100,R1,1995,06,30,009,0,L,False,2022-01-31 20:43:46.193534+00:00
200,R1,1993,06,30,006,0,L,False,2022-01-31 20:43:46.193534+00:00
200,R1,1994,06,30,006,0,L,False,2022-01-31 20:43:46.193534+00:00
200,R1,1995,06,30,009,0,L,False,2022-01-31 20:43:46.193534+00:00
250,R1,1993,06,30,006,0,L,False,2022-01-31 20:43:46.193534+00:00
250,R1,1994,06,30,006,0,L,False,2022-01-31 20:43:46.193534+00:00
250,R1,1995,06,30,009,0,L,False,2022-01-31 20:43:46.193534+00:00
800,R1,1994,06,30,006,0,L,False,2021-12-23 14:58:49.850096+00:00
800,R1,1995,06,30,009,0,L,False,2021-12-23 14:58:49.850096+00:00
800,R1,1997,06,30,009,0,L,False,2021-12-23 14:58:49.850096+00:00
800,R1,1998,06,30,009,0,L,False,2021-12-23 14:58:49.850096+00:00
800,R1,1996,06,30,009,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2003,06,01,027,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1997,06,01,027,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2008,06,01,027,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1996,06,02,026,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2002,06,02,026,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2001,06,03,027,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2007,06,03,027,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1995,06,04,027,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2000,06,04,027,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2006,06,04,027,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2005,06,05,028,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1994,06,05,028,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2010,06,06,026,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1999,06,06,026,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2004,06,06,027,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1998,06,07,027,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2009,06,07,027,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2008,06,08,028,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2003,06,08,028,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1997,06,08,028,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1996,06,09,027,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2002,06,09,027,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2001,06,10,028,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2007,06,10,028,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1995,06,11,028,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2000,06,11,028,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2006,06,11,028,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2005,06,12,029,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1994,06,12,029,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1999,06,13,027,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2010,06,13,027,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2004,06,13,028,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2009,06,14,028,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1998,06,14,028,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2008,06,15,029,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2003,06,15,029,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1997,06,15,029,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2002,06,16,028,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1996,06,16,028,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2007,06,17,029,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2001,06,17,029,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2006,06,18,029,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1995,06,18,029,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2000,06,18,029,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2005,06,19,030,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1994,06,19,030,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1999,06,20,028,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2010,06,20,028,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2004,06,20,029,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2009,06,21,029,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1998,06,21,029,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2008,06,22,030,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1997,06,22,030,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2003,06,22,030,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1996,06,23,029,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2002,06,23,029,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2001,06,24,030,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2007,06,24,030,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2006,06,25,030,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2000,06,25,030,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1995,06,25,030,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1994,06,26,031,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2005,06,26,031,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2010,06,27,029,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1999,06,27,029,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2004,06,27,030,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1998,06,28,030,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2009,06,28,030,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1997,06,29,031,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2008,06,29,031,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2003,06,29,031,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2002,06,30,030,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2010,06,30,030,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1999,06,30,030,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1996,06,30,030,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2006,06,30,031,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2001,06,30,031,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1998,06,30,031,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1995,06,30,031,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2004,06,30,031,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2007,06,30,031,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2009,06,30,031,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2000,06,30,031,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2003,06,30,032,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2005,06,30,032,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1997,06,30,032,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1994,06,30,032,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2008,06,30,032,0,L,False,2021-12-23 14:58:49.850096+00:00
100,V3,,06,30,003,0,I,False,2022-04-21 15:05:23.395339+00:00
000,V3,,06,30,003,0,L,False,2022-01-31 20:43:46.193534+00:00
001,V3,,06,30,003,0,L,False,2022-01-31 20:43:46.193534+00:00
050,V3,,06,30,003,0,L,False,2022-01-31 20:43:46.193534+00:00
100,V3,,06,30,003,0,L,False,2022-01-31 20:43:46.193534+00:00
200,V3,,06,30,003,0,L,False,2022-01-31 20:43:46.193534+00:00
250,V3,,06,30,003,0,L,False,2022-01-31 20:43:46.193534+00:00
800,V3,0000,06,30,003,0,L,False,2021-12-23 14:58:49.850096+00:00
100,V6,,06,30,012,-1,I,False,2022-04-21 15:05:23.395339+00:00
000,V6,,06,30,012,-1,L,False,2022-01-31 20:43:46.193534+00:00
001,V6,,06,30,012,-1,L,False,2022-01-31 20:43:46.193534+00:00
050,V6,,06,30,012,-1,L,False,2022-01-31 20:43:46.193534+00:00
100,V6,,06,30,012,-1,L,False,2022-01-31 20:43:46.193534+00:00
200,V6,,06,30,012,-1,L,False,2022-01-31 20:43:46.193534+00:00
250,V6,,06,30,012,-1,L,False,2022-01-31 20:43:46.193534+00:00
800,V6,0000,06,30,012,-1,L,False,2021-12-23 14:58:49.850096+00:00
100,V9,,06,30,009,0,I,False,2022-04-21 15:05:23.395339+00:00
000,V9,,06,30,009,0,L,False,2022-01-31 20:43:46.193534+00:00
001,V9,,06,30,009,0,L,False,2022-01-31 20:43:46.193534+00:00
050,V9,,06,30,009,0,L,False,2022-01-31 20:43:46.193534+00:00
100,V9,,06,30,009,0,L,False,2022-01-31 20:43:46.193534+00:00
200,V9,,06,30,009,0,L,False,2022-01-31 20:43:46.193534+00:00
250,V9,,06,30,009,0,L,False,2022-01-31 20:43:46.193534+00:00
800,V9,0000,06,30,009,0,L,False,2021-12-23 14:58:49.850096+00:00
100,WK,1991,06,02,022,0,I,False,2022-04-21 15:05:23.395339+00:00
100,WK,1992,06,07,023,0,I,False,2022-04-21 15:05:23.395339+00:00
100,WK,1991,06,09,023,0,I,False,2022-04-21 15:05:23.395339+00:00
100,WK,1992,06,14,024,0,I,False,2022-04-21 15:05:23.395339+00:00
100,WK,1991,06,16,024,0,I,False,2022-04-21 15:05:23.395339+00:00
100,WK,1992,06,21,025,0,I,False,2022-04-21 15:05:23.395339+00:00
100,WK,1991,06,23,025,0,I,False,2022-04-21 15:05:23.395339+00:00
100,WK,1992,06,28,026,0,I,False,2022-04-21 15:05:23.395339+00:00
100,WK,1991,06,30,026,0,I,False,2022-04-21 15:05:23.395339+00:00
000,WK,1991,06,02,022,0,L,False,2022-01-31 20:43:46.193534+00:00
001,WK,1991,06,02,022,0,L,False,2022-01-31 20:43:46.193534+00:00
050,WK,1991,06,02,022,0,L,False,2022-01-31 20:43:46.193534+00:00
100,WK,1991,06,02,022,0,L,False,2022-01-31 20:43:46.193534+00:00
200,WK,1991,06,02,022,0,L,False,2022-01-31 20:43:46.193534+00:00
250,WK,1991,06,02,022,0,L,False,2022-01-31 20:43:46.193534+00:00
000,WK,1992,06,07,023,0,L,False,2022-01-31 20:43:46.193534+00:00
001,WK,1992,06,07,023,0,L,False,2022-01-31 20:43:46.193534+00:00
050,WK,1992,06,07,023,0,L,False,2022-01-31 20:43:46.193534+00:00
100,WK,1992,06,07,023,0,L,False,2022-01-31 20:43:46.193534+00:00
200,WK,1992,06,07,023,0,L,False,2022-01-31 20:43:46.193534+00:00
250,WK,1992,06,07,023,0,L,False,2022-01-31 20:43:46.193534+00:00
000,WK,1991,06,09,023,0,L,False,2022-01-31 20:43:46.193534+00:00
001,WK,1991,06,09,023,0,L,False,2022-01-31 20:43:46.193534+00:00
050,WK,1991,06,09,023,0,L,False,2022-01-31 20:43:46.193534+00:00
100,WK,1991,06,09,023,0,L,False,2022-01-31 20:43:46.193534+00:00
200,WK,1991,06,09,023,0,L,False,2022-01-31 20:43:46.193534+00:00
250,WK,1991,06,09,023,0,L,False,2022-01-31 20:43:46.193534+00:00
000,WK,1992,06,14,024,0,L,False,2022-01-31 20:43:46.193534+00:00
001,WK,1992,06,14,024,0,L,False,2022-01-31 20:43:46.193534+00:00
050,WK,1992,06,14,024,0,L,False,2022-01-31 20:43:46.193534+00:00
100,WK,1992,06,14,024,0,L,False,2022-01-31 20:43:46.193534+00:00
200,WK,1992,06,14,024,0,L,False,2022-01-31 20:43:46.193534+00:00
250,WK,1992,06,14,024,0,L,False,2022-01-31 20:43:46.193534+00:00
000,WK,1991,06,16,024,0,L,False,2022-01-31 20:43:46.193534+00:00
001,WK,1991,06,16,024,0,L,False,2022-01-31 20:43:46.193534+00:00
050,WK,1991,06,16,024,0,L,False,2022-01-31 20:43:46.193534+00:00
100,WK,1991,06,16,024,0,L,False,2022-01-31 20:43:46.193534+00:00
200,WK,1991,06,16,024,0,L,False,2022-01-31 20:43:46.193534+00:00
250,WK,1991,06,16,024,0,L,False,2022-01-31 20:43:46.193534+00:00
000,WK,1992,06,21,025,0,L,False,2022-01-31 20:43:46.193534+00:00
001,WK,1992,06,21,025,0,L,False,2022-01-31 20:43:46.193534+00:00
050,WK,1992,06,21,025,0,L,False,2022-01-31 20:43:46.193534+00:00
100,WK,1992,06,21,025,0,L,False,2022-01-31 20:43:46.193534+00:00
200,WK,1992,06,21,025,0,L,False,2022-01-31 20:43:46.193534+00:00
250,WK,1992,06,21,025,0,L,False,2022-01-31 20:43:46.193534+00:00
000,WK,1991,06,23,025,0,L,False,2022-01-31 20:43:46.193534+00:00
001,WK,1991,06,23,025,0,L,False,2022-01-31 20:43:46.193534+00:00
050,WK,1991,06,23,025,0,L,False,2022-01-31 20:43:46.193534+00:00
100,WK,1991,06,23,025,0,L,False,2022-01-31 20:43:46.193534+00:00
200,WK,1991,06,23,025,0,L,False,2022-01-31 20:43:46.193534+00:00
250,WK,1991,06,23,025,0,L,False,2022-01-31 20:43:46.193534+00:00
000,WK,1992,06,28,026,0,L,False,2022-01-31 20:43:46.193534+00:00
001,WK,1992,06,28,026,0,L,False,2022-01-31 20:43:46.193534+00:00
050,WK,1992,06,28,026,0,L,False,2022-01-31 20:43:46.193534+00:00
100,WK,1992,06,28,026,0,L,False,2022-01-31 20:43:46.193534+00:00
200,WK,1992,06,28,026,0,L,False,2022-01-31 20:43:46.193534+00:00
250,WK,1992,06,28,026,0,L,False,2022-01-31 20:43:46.193534+00:00
000,WK,1991,06,30,026,0,L,False,2022-01-31 20:43:46.193534+00:00
001,WK,1991,06,30,026,0,L,False,2022-01-31 20:43:46.193534+00:00
050,WK,1991,06,30,026,0,L,False,2022-01-31 20:43:46.193534+00:00
100,WK,1991,06,30,026,0,L,False,2022-01-31 20:43:46.193534+00:00
200,WK,1991,06,30,026,0,L,False,2022-01-31 20:43:46.193534+00:00
250,WK,1991,06,30,026,0,L,False,2022-01-31 20:43:46.193534+00:00
800,WK,1991,06,02,022,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1999,06,05,023,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1998,06,06,023,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1994,06,07,023,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1993,06,07,023,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1995,06,07,023,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1997,06,07,023,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1992,06,07,023,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1991,06,09,023,0,L,False,2021-12-23 14:58:49.850096+00:00
